OrderID,Price,Quantity,ProductID,CustomerID
O4395,972,9,02-04-2019,I131,C5
O4396,887,8,06-04-2019,I131,C61
O4397,883,3,11-04-2019,I131,C29
O4398,869,8,17-04-2019,I131,C168
O4399,968,2,23-04-2019,I131,C62
O440,143,1,01-01-2017,I181,C87
O4400,871,4,02-05-2019,I131,C83
O4401,914,1,07-05-2019,I131,C188
O4402,1011,6,11-05-2019,I131,C1
O4403,974,10,15-05-2019,I131,C15
O4404,896,4,19-05-2019,I131,C154
O4405,930,1,21-05-2019,I131,C29
O4406,898,9,23-05-2019,I131,C112
O4407,953,7,28-05-2019,I131,C57
O4408,927,6,06-06-2019,I131,C62
O4409,1029,9,12-06-2019,I131,C158
O441,146,1,04-01-2017,I181,C63
O4410,912,10,17-06-2019,I131,C122
O4411,1019,10,22-06-2019,I131,C130
O4412,901,5,25-06-2019,I131,C90
O4413,905,2,01-07-2019,I131,C167
O4414,905,4,05-07-2019,I131,C182
O4415,985,5,11-07-2019,I131,C136
O4416,979,7,18-07-2019,I131,C84
O4417,1048,6,16-07-2019,I131,C84
O4418,1086,7,23-07-2019,I131,C70
O4419,1054,5,28-07-2019,I131,C24
O442,150,3,05-01-2017,I33,C171
O4420,1036,8,06-08-2019,I131,C191
O4421,934,3,08-08-2019,I131,C143
O4422,951,9,10-08-2019,I131,C70
O4423,1042,5,17-08-2019,I131,C87
O4424,997,10,23-08-2019,I131,C93
O4425,1059,8,02-09-2019,I131,C108
O4426,1065,7,06-09-2019,I131,C84
O4427,988,9,13-09-2019,I131,C31
O4428,1058,3,16-09-2019,I131,C3
O4429,1117,1,18-09-2019,I131,C168
O443,153,4,14-01-2017,I33,C9
O4430,1025,1,20-09-2019,I131,C4
O4431,1047,8,26-09-2019,I131,C2
O4432,1071,4,02-10-2019,I131,C91
O4433,1127,7,07-10-2019,I131,C113
O4434,1092,6,14-10-2019,I131,C176
O4435,1060,10,15-10-2019,I131,C158
O4436,1159,7,19-10-2019,I131,C39
O4437,1022,5,21-10-2019,I131,C103
O4438,1154,5,27-10-2019,I131,C87
O4439,1147,1,02-11-2019,I131,C61
O444,158,10,16-01-2017,I33,C176
O4440,1188,8,07-11-2019,I131,C125
O4441,1181,8,09-11-2019,I131,C181
O4442,1203,9,16-11-2019,I131,C137
O4443,1204,6,23-11-2019,I131,C38
O4444,1145,6,01-12-2019,I131,C2
O4445,1122,8,03-12-2019,I131,C178
O4446,1180,4,08-12-2019,I131,C56
O4447,1125,2,13-12-2019,I131,C136
O4448,1142,1,19-12-2019,I131,C91
O4449,1232,8,23-12-2019,I131,C128
O445,158,7,18-01-2017,I33,C48
O4450,1190,7,27-12-2019,I131,C144
O4451,1074,7,06-01-2020,I131,C151
O4452,1173,8,09-01-2020,I131,C177
O4453,1208,10,10-01-2020,I131,C14
O4454,1221,7,17-01-2020,I131,C84
O4455,1199,5,19-01-2020,I131,C101
O4456,1145,10,21-01-2020,I131,C43
O4457,1274,9,25-01-2020,I131,C52
O4458,1076,6,01-02-2020,I131,C103
O4459,1127,6,05-02-2020,I131,C54
O446,160,8,22-01-2017,I181,C183
O4460,1227,9,12-02-2020,I131,C117
O4461,1120,1,17-02-2020,I131,C160
O4462,1167,4,23-02-2020,I131,C154
O4463,1112,4,26-02-2020,I131,C27
O4464,1298,10,04-03-2020,I131,C105
O4465,1184,10,03-03-2020,I131,C74
O4466,1120,2,11-03-2020,I131,C91
O4467,1204,8,14-03-2020,I131,C159
O4468,1219,3,13-03-2020,I131,C143
O4469,1129,5,18-03-2020,I131,C196
O447,162,8,25-01-2017,I33,C192
O4470,1200,8,21-03-2020,I131,C97
O4471,1149,1,23-03-2020,I131,C2
O4472,1131,7,25-03-2020,I131,C150
O4473,134,5,01-01-2017,I137,C143
O4474,140,10,08-01-2017,I137,C176
O4475,143,8,13-01-2017,I137,C91
O4476,144,8,18-01-2017,I137,C9
O4477,147,9,21-01-2017,I137,C32
O4478,151,8,24-01-2017,I137,C162
O4479,156,2,27-01-2017,I137,C54
O448,172,8,03-02-2017,I33,C148
O4480,161,8,07-02-2017,I137,C163
O4481,163,1,13-02-2017,I137,C188
O4482,162,6,15-02-2017,I137,C60
O4483,168,6,21-02-2017,I137,C199
O4484,171,6,24-02-2017,I137,C109
O4485,167,5,26-02-2017,I137,C4
O4486,170,5,01-03-2017,I137,C81
O4487,183,9,05-03-2017,I137,C183
O4488,183,1,11-03-2017,I137,C38
O4489,187,5,13-03-2017,I137,C16
O449,176,2,09-02-2017,I33,C125
O4490,191,6,15-03-2017,I137,C108
O4491,192,1,21-03-2017,I137,C24
O4492,191,6,26-03-2017,I137,C80
O4493,190,2,03-04-2017,I137,C126
O4494,194,7,05-04-2017,I137,C59
O4495,203,6,11-04-2017,I137,C112
O4496,211,6,14-04-2017,I137,C169
O4497,203,10,18-04-2017,I137,C127
O4498,207,2,23-04-2017,I137,C44
O4499,213,8,27-04-2017,I137,C24
O450,177,2,16-02-2017,I181,C143
O4500,217,1,03-05-2017,I137,C23
O4501,219,7,03-05-2017,I137,C80
O4502,224,7,10-05-2017,I137,C94
O4503,230,8,16-05-2017,I137,C44
O4504,234,6,15-05-2017,I137,C142
O4505,234,9,19-05-2017,I137,C128
O4506,241,8,25-05-2017,I137,C89
O4507,248,3,01-06-2017,I137,C155
O4508,253,5,08-06-2017,I137,C104
O4509,258,2,12-06-2017,I137,C4
O451,183,8,23-02-2017,I181,C140
O4510,248,6,15-06-2017,I137,C118
O4511,259,2,22-06-2017,I137,C14
O4512,254,8,26-06-2017,I137,C62
O4513,249,9,01-07-2017,I137,C42
O4514,259,7,05-07-2017,I137,C57
O4515,257,4,11-07-2017,I137,C129
O4516,284,7,16-07-2017,I137,C74
O4517,272,9,20-07-2017,I137,C1
O4518,303,5,21-07-2017,I137,C154
O4519,266,10,26-07-2017,I137,C49
O452,186,9,01-03-2017,I33,C108
O4520,293,4,02-08-2017,I137,C127
O4521,288,1,08-08-2017,I137,C27
O4522,302,2,11-08-2017,I137,C126
O4523,266,5,16-08-2017,I137,C104
O4524,278,7,18-08-2017,I137,C92
O4525,271,7,20-08-2017,I137,C123
O4526,272,4,22-08-2017,I137,C82
O4527,296,6,28-08-2017,I137,C4
O4528,281,5,04-09-2017,I137,C159
O4529,320,6,07-09-2017,I137,C149
O453,188,8,03-03-2017,I181,C54
O4530,290,10,09-09-2017,I137,C191
O4531,316,2,11-09-2017,I137,C124
O4532,324,3,17-09-2017,I137,C24
O4533,331,1,19-09-2017,I137,C22
O4534,311,1,25-09-2017,I137,C126
O4535,331,5,02-10-2017,I137,C153
O4536,338,9,05-10-2017,I137,C55
O4537,344,9,09-10-2017,I137,C57
O4538,324,4,16-10-2017,I137,C179
O4539,356,10,17-10-2017,I137,C27
O454,200,2,06-03-2017,I33,C66
O4540,324,4,19-10-2017,I137,C55
O4541,359,3,26-10-2017,I137,C54
O4542,365,6,04-11-2017,I137,C199
O4543,393,6,08-11-2017,I137,C171
O4544,351,10,11-11-2017,I137,C70
O4545,355,8,17-11-2017,I137,C190
O4546,331,9,21-11-2017,I137,C186
O4547,362,1,26-11-2017,I137,C45
O4548,375,3,01-12-2017,I137,C44
O4549,384,1,03-12-2017,I137,C86
O455,202,10,11-03-2017,I33,C8
O4550,353,9,08-12-2017,I137,C32
O4551,379,8,14-12-2017,I137,C153
O4552,390,6,16-12-2017,I137,C189
O4553,371,1,19-12-2017,I137,C44
O4554,358,9,23-12-2017,I137,C140
O4555,382,5,02-01-2018,I137,C92
O4556,381,9,07-01-2018,I137,C73
O4557,396,3,13-01-2018,I137,C184
O4558,412,9,17-01-2018,I137,C195
O4559,442,9,19-01-2018,I137,C22
O456,199,3,16-03-2017,I181,C174
O4560,373,7,28-01-2018,I137,C19
O4561,419,4,05-02-2018,I137,C147
O4562,406,8,10-02-2018,I137,C60
O4563,436,4,17-02-2018,I137,C182
O4564,388,4,19-02-2018,I137,C51
O4565,377,2,22-02-2018,I137,C26
O4566,453,3,23-02-2018,I137,C101
O4567,446,6,03-03-2018,I137,C145
O4568,432,7,09-03-2018,I137,C193
O4569,436,8,12-03-2018,I137,C108
O457,208,4,19-03-2017,I181,C153
O4570,434,10,17-03-2018,I137,C73
O4571,410,3,23-03-2018,I137,C200
O4572,478,4,02-04-2018,I137,C7
O4573,452,8,09-04-2018,I137,C138
O4574,458,4,11-04-2018,I137,C133
O4575,435,9,16-04-2018,I137,C36
O4576,445,8,18-04-2018,I137,C164
O4577,489,1,25-04-2018,I137,C128
O4578,521,8,25-04-2018,I137,C3
O4579,435,9,07-05-2018,I137,C3
O458,212,10,25-03-2017,I181,C78
O4580,420,6,10-05-2018,I137,C99
O4581,513,2,11-05-2018,I137,C111
O4582,478,1,13-05-2018,I137,C136
O4583,445,2,15-05-2018,I137,C167
O4584,456,2,21-05-2018,I137,C92
O4585,495,6,27-05-2018,I137,C140
O4586,503,4,06-06-2018,I137,C146
O4587,534,4,12-06-2018,I137,C92
O4588,493,9,16-06-2018,I137,C197
O4589,534,5,19-06-2018,I137,C185
O459,221,5,03-04-2017,I181,C143
O4590,490,10,21-06-2018,I137,C62
O4591,531,1,28-06-2018,I137,C28
O4592,456,8,02-07-2018,I137,C186
O4593,473,5,07-07-2018,I137,C121
O4594,541,4,14-07-2018,I137,C140
O4595,487,2,20-07-2018,I137,C78
O4596,477,10,27-07-2018,I137,C94
O4597,495,8,02-08-2018,I137,C159
O4598,487,5,09-08-2018,I137,C42
O4599,474,6,14-08-2018,I137,C200
O46,22900,8,02-28-2020,I126,C38
O460,213,4,09-04-2017,I181,C156
O4600,496,6,17-08-2018,I137,C63
O4601,563,2,19-08-2018,I137,C140
O4602,585,6,24-08-2018,I137,C156
O4603,651,3,23-08-2018,I137,C63
O4604,505,8,01-09-2018,I137,C106
O4605,525,2,08-09-2018,I137,C142
O4606,547,9,13-09-2018,I137,C46
O4607,554,7,18-09-2018,I137,C136
O4608,670,3,17-09-2018,I137,C22
O4609,542,1,25-09-2018,I137,C19
O461,216,8,11-04-2017,I181,C63
O4610,511,10,01-10-2018,I137,C78
O4611,599,9,08-10-2018,I137,C43
O4612,512,9,15-10-2018,I137,C94
O4613,631,1,20-10-2018,I137,C167
O4614,676,8,19-10-2018,I137,C87
O4615,525,8,26-10-2018,I137,C181
O4616,548,6,01-11-2018,I137,C184
O4617,556,8,08-11-2018,I137,C122
O4618,703,4,11-11-2018,I137,C199
O4619,555,6,19-11-2018,I137,C67
O462,226,7,14-04-2017,I33,C100
O4620,555,10,22-11-2018,I137,C35
O4621,575,1,27-11-2018,I137,C12
O4622,538,7,02-12-2018,I137,C181
O4623,564,3,08-12-2018,I137,C189
O4624,669,1,13-12-2018,I137,C184
O4625,639,9,20-12-2018,I137,C103
O4626,562,7,25-12-2018,I137,C93
O4627,553,4,02-01-2019,I137,C191
O4628,674,7,05-01-2019,I137,C65
O4629,632,10,12-01-2019,I137,C22
O463,232,4,14-04-2017,I33,C90
O4630,662,9,17-01-2019,I137,C19
O4631,695,8,20-01-2019,I137,C31
O4632,665,3,25-01-2019,I137,C32
O4633,608,5,02-02-2019,I137,C65
O4634,589,10,06-02-2019,I137,C57
O4635,578,9,11-02-2019,I137,C198
O4636,682,1,18-02-2019,I137,C118
O4637,666,4,24-02-2019,I137,C153
O4638,681,8,27-02-2019,I137,C137
O4639,636,1,06-03-2019,I137,C148
O464,237,5,20-04-2017,I181,C90
O4640,809,7,09-03-2019,I137,C19
O4641,730,10,15-03-2019,I137,C99
O4642,671,6,20-03-2019,I137,C92
O4643,734,5,26-03-2019,I137,C3
O4644,737,8,28-03-2019,I137,C65
O4645,716,10,06-04-2019,I137,C31
O4646,641,5,08-04-2019,I137,C102
O4647,753,8,12-04-2019,I137,C168
O4648,682,10,19-04-2019,I137,C105
O4649,651,7,22-04-2019,I137,C133
O465,228,2,27-04-2017,I181,C155
O4650,672,6,27-04-2019,I137,C111
O4651,648,7,05-05-2019,I137,C197
O4652,732,9,10-05-2019,I137,C153
O4653,753,6,13-05-2019,I137,C180
O4654,791,5,11-05-2019,I137,C29
O4655,788,6,20-05-2019,I137,C87
O4656,791,6,22-05-2019,I137,C157
O4657,648,8,28-05-2019,I137,C92
O4658,767,2,06-06-2019,I137,C131
O4659,876,2,06-06-2019,I137,C119
O466,243,9,05-05-2017,I33,C152
O4660,698,2,09-06-2019,I137,C11
O4661,753,8,14-06-2019,I137,C129
O4662,813,5,16-06-2019,I137,C119
O4663,742,7,23-06-2019,I137,C118
O4664,698,10,26-06-2019,I137,C175
O4665,780,6,05-07-2019,I137,C35
O4666,729,5,07-07-2019,I137,C162
O4667,678,10,12-07-2019,I137,C41
O4668,801,8,16-07-2019,I137,C54
O4669,828,10,22-07-2019,I137,C130
O467,255,4,11-05-2017,I181,C160
O4670,764,5,25-07-2019,I137,C126
O4671,759,4,25-07-2019,I137,C65
O4672,742,5,04-08-2019,I137,C65
O4673,847,4,10-08-2019,I137,C103
O4674,840,2,17-08-2019,I137,C115
O4675,749,7,24-08-2019,I137,C184
O4676,822,8,01-09-2019,I137,C195
O4677,909,10,03-09-2019,I137,C5
O4678,731,10,09-09-2019,I137,C145
O4679,778,5,12-09-2019,I137,C133
O468,239,2,14-05-2017,I33,C17
O4680,842,10,17-09-2019,I137,C31
O4681,820,7,21-09-2019,I137,C57
O4682,777,7,26-09-2019,I137,C130
O4683,874,4,05-10-2019,I137,C153
O4684,879,1,09-10-2019,I137,C22
O4685,738,5,15-10-2019,I137,C159
O4686,747,10,20-10-2019,I137,C171
O4687,975,6,24-10-2019,I137,C45
O4688,761,8,01-11-2019,I137,C196
O4689,825,1,04-11-2019,I137,C78
O469,241,1,17-05-2017,I181,C124
O4690,793,3,11-11-2019,I137,C173
O4691,801,8,16-11-2019,I137,C153
O4692,821,6,23-11-2019,I137,C155
O4693,845,6,23-11-2019,I137,C165
O4694,765,1,03-12-2019,I137,C91
O4695,916,1,06-12-2019,I137,C191
O4696,917,4,12-12-2019,I137,C134
O4697,903,10,18-12-2019,I137,C94
O4698,859,7,18-12-2019,I137,C119
O4699,802,6,21-12-2019,I137,C38
O47,15900,30,01-07-2020,I113,C109
O470,246,8,23-05-2017,I33,C117
O4700,889,8,28-12-2019,I137,C43
O4701,821,10,04-01-2020,I137,C176
O4702,866,3,08-01-2020,I137,C159
O4703,946,10,13-01-2020,I137,C29
O4704,805,2,20-01-2020,I137,C110
O4705,832,5,27-01-2020,I137,C84
O4706,965,3,01-02-2020,I137,C150
O4707,803,1,05-02-2020,I137,C77
O4708,865,10,10-02-2020,I137,C99
O4709,895,2,17-02-2020,I137,C124
O471,269,3,23-05-2017,I181,C27
O4710,981,10,23-02-2020,I137,C68
O4711,842,7,01-03-2020,I137,C41
O4712,844,6,03-03-2020,I137,C198
O4713,999,2,08-03-2020,I137,C48
O4714,833,4,13-03-2020,I137,C79
O4715,1003,7,18-03-2020,I137,C73
O4716,849,9,24-03-2020,I137,C89
O4717,243,1,01-01-2017,I143,C105
O4718,245,4,04-01-2017,I143,C60
O4719,246,2,06-01-2017,I143,C136
O472,277,8,05-06-2017,I33,C95
O4720,249,5,11-01-2017,I143,C7
O4721,250,10,13-01-2017,I143,C189
O4722,252,10,17-01-2017,I143,C173
O4723,254,6,19-01-2017,I143,C157
O4724,253,2,23-01-2017,I143,C105
O4725,259,4,26-01-2017,I143,C54
O4726,257,2,05-02-2017,I143,C181
O4727,261,8,08-02-2017,I143,C189
O4728,260,10,11-02-2017,I143,C43
O4729,264,4,16-02-2017,I143,C163
O473,263,2,11-06-2017,I181,C195
O4730,267,7,19-02-2017,I143,C68
O4731,265,2,21-02-2017,I143,C32
O4732,275,4,28-02-2017,I143,C8
O4733,272,1,03-03-2017,I143,C167
O4734,279,10,06-03-2017,I143,C114
O4735,280,1,12-03-2017,I143,C139
O4736,284,8,19-03-2017,I143,C155
O4737,281,3,21-03-2017,I143,C83
O4738,276,3,27-03-2017,I143,C131
O4739,280,3,01-04-2017,I143,C75
O474,274,8,16-06-2017,I181,C156
O4740,290,10,04-04-2017,I143,C127
O4741,287,3,10-04-2017,I143,C160
O4742,291,8,11-04-2017,I143,C167
O4743,305,1,20-04-2017,I143,C41
O4744,297,6,25-04-2017,I143,C91
O4745,301,5,02-05-2017,I143,C13
O4746,303,3,09-05-2017,I143,C54
O4747,300,3,16-05-2017,I143,C117
O4748,321,7,23-05-2017,I143,C40
O4749,305,1,27-05-2017,I143,C190
O475,271,6,22-06-2017,I33,C106
O4750,308,10,06-06-2017,I143,C80
O4751,293,2,07-06-2017,I143,C139
O4752,332,5,13-06-2017,I143,C12
O4753,328,5,17-06-2017,I143,C200
O4754,331,2,22-06-2017,I143,C65
O4755,314,6,25-06-2017,I143,C42
O4756,343,10,03-07-2017,I143,C1
O4757,348,1,10-07-2017,I143,C87
O4758,345,10,14-07-2017,I143,C128
O4759,354,2,16-07-2017,I143,C39
O476,272,9,25-06-2017,I33,C60
O4760,322,5,19-07-2017,I143,C86
O4761,348,10,26-07-2017,I143,C63
O4762,330,6,05-08-2017,I143,C191
O4763,357,7,10-08-2017,I143,C173
O4764,369,4,16-08-2017,I143,C113
O4765,361,7,19-08-2017,I143,C12
O4766,338,2,25-08-2017,I143,C31
O4767,369,8,01-09-2017,I143,C61
O4768,356,10,05-09-2017,I143,C127
O4769,377,4,10-09-2017,I143,C46
O477,271,3,27-06-2017,I33,C112
O4770,370,4,12-09-2017,I143,C107
O4771,378,3,19-09-2017,I143,C117
O4772,376,9,22-09-2017,I143,C89
O4773,354,8,24-09-2017,I143,C161
O4774,347,8,03-10-2017,I143,C10
O4775,399,10,10-10-2017,I143,C67
O4776,361,1,17-10-2017,I143,C153
O4777,367,10,20-10-2017,I143,C68
O4778,362,2,25-10-2017,I143,C115
O4779,368,8,04-11-2017,I143,C121
O478,294,10,04-07-2017,I33,C106
O4780,367,7,09-11-2017,I143,C98
O4781,384,6,16-11-2017,I143,C49
O4782,424,1,21-11-2017,I143,C57
O4783,405,6,23-11-2017,I143,C17
O4784,386,8,25-11-2017,I143,C52
O4785,419,4,03-12-2017,I143,C62
O4786,391,5,06-12-2017,I143,C149
O4787,398,4,11-12-2017,I143,C66
O4788,404,6,14-12-2017,I143,C2
O4789,415,1,20-12-2017,I143,C100
O479,298,2,08-07-2017,I33,C143
O4790,423,3,23-12-2017,I143,C58
O4791,430,1,02-01-2018,I143,C102
O4792,450,5,06-01-2018,I143,C113
O4793,412,7,13-01-2018,I143,C134
O4794,425,7,18-01-2018,I143,C13
O4795,422,10,23-01-2018,I143,C91
O4796,415,8,01-02-2018,I143,C200
O4797,433,2,05-02-2018,I143,C85
O4798,429,5,10-02-2018,I143,C179
O4799,383,9,14-02-2018,I143,C195
O48,2500,24,03-30-2020,I89,C112
O480,269,10,11-07-2017,I181,C85
O4800,448,6,19-02-2018,I143,C109
O4801,435,1,23-02-2018,I143,C99
O4802,418,7,28-02-2018,I143,C4
O4803,405,8,06-03-2018,I143,C2
O4804,407,8,10-03-2018,I143,C59
O4805,465,4,16-03-2018,I143,C62
O4806,436,5,20-03-2018,I143,C105
O4807,447,9,24-03-2018,I143,C131
O4808,433,10,26-03-2018,I143,C100
O4809,474,3,04-04-2018,I143,C70
O481,299,6,16-07-2017,I181,C156
O4810,368,8,08-04-2018,I143,C103
O4811,451,6,11-04-2018,I143,C156
O4812,436,3,18-04-2018,I143,C114
O4813,456,1,21-04-2018,I143,C42
O4814,491,1,25-04-2018,I143,C197
O4815,445,9,04-05-2018,I143,C109
O4816,438,5,09-05-2018,I143,C28
O4817,475,3,13-05-2018,I143,C76
O4818,441,9,19-05-2018,I143,C147
O4819,469,6,24-05-2018,I143,C194
O482,275,10,17-07-2017,I33,C187
O4820,507,10,28-05-2018,I143,C109
O4821,495,3,07-06-2018,I143,C85
O4822,495,9,10-06-2018,I143,C157
O4823,520,8,17-06-2018,I143,C161
O4824,460,4,21-06-2018,I143,C175
O4825,500,2,25-06-2018,I143,C181
O4826,509,1,03-07-2018,I143,C175
O4827,441,4,03-07-2018,I143,C90
O4828,459,3,10-07-2018,I143,C75
O4829,478,4,12-07-2018,I143,C90
O483,326,1,27-07-2017,I181,C40
O4830,556,5,15-07-2018,I143,C163
O4831,476,5,17-07-2018,I143,C161
O4832,467,3,22-07-2018,I143,C20
O4833,532,1,25-07-2018,I143,C161
O4834,502,5,28-07-2018,I143,C50
O4835,565,5,07-08-2018,I143,C140
O4836,512,10,10-08-2018,I143,C29
O4837,488,9,16-08-2018,I143,C38
O4838,553,2,22-08-2018,I143,C178
O4839,578,2,25-08-2018,I143,C135
O484,327,8,03-08-2017,I181,C55
O4840,570,7,02-09-2018,I143,C141
O4841,575,3,06-09-2018,I143,C18
O4842,561,6,08-09-2018,I143,C16
O4843,500,8,08-09-2018,I143,C52
O4844,507,6,11-09-2018,I143,C76
O4845,511,10,14-09-2018,I143,C115
O4846,503,5,18-09-2018,I143,C194
O4847,408,8,17-09-2018,I143,C48
O4848,500,6,25-09-2018,I143,C162
O4849,541,10,28-09-2018,I143,C38
O485,325,6,10-08-2017,I181,C130
O4850,555,4,06-10-2018,I143,C70
O4851,550,8,10-10-2018,I143,C8
O4852,586,9,17-10-2018,I143,C28
O4853,605,2,19-10-2018,I143,C27
O4854,520,3,25-10-2018,I143,C136
O4855,588,8,28-10-2018,I143,C108
O4856,520,5,03-11-2018,I143,C38
O4857,508,6,08-11-2018,I143,C55
O4858,514,1,10-11-2018,I143,C107
O4859,613,6,17-11-2018,I143,C34
O486,319,9,13-08-2017,I33,C43
O4860,556,2,22-11-2018,I143,C11
O4861,511,10,26-11-2018,I143,C8
O4862,571,5,05-12-2018,I143,C110
O4863,607,3,07-12-2018,I143,C195
O4864,591,2,11-12-2018,I143,C122
O4865,613,8,18-12-2018,I143,C74
O4866,528,8,23-12-2018,I143,C176
O4867,597,10,28-12-2018,I143,C20
O4868,640,8,06-01-2019,I143,C143
O4869,562,2,10-01-2019,I143,C127
O487,329,4,18-08-2017,I33,C190
O4870,525,9,15-01-2019,I143,C96
O4871,558,4,21-01-2019,I143,C33
O4872,651,5,26-01-2019,I143,C70
O4873,612,9,27-01-2019,I143,C5
O4874,616,10,01-02-2019,I143,C143
O4875,586,2,06-02-2019,I143,C165
O4876,616,9,09-02-2019,I143,C157
O4877,665,3,13-02-2019,I143,C62
O4878,630,3,16-02-2019,I143,C144
O4879,628,6,22-02-2019,I143,C14
O488,322,2,21-08-2017,I33,C2
O4880,547,1,27-02-2019,I143,C88
O4881,668,10,03-03-2019,I143,C152
O4882,550,8,09-03-2019,I143,C126
O4883,557,6,11-03-2019,I143,C106
O4884,548,10,13-03-2019,I143,C74
O4885,638,9,16-03-2019,I143,C96
O4886,597,7,19-03-2019,I143,C116
O4887,660,4,25-03-2019,I143,C111
O4888,663,9,03-04-2019,I143,C141
O4889,664,9,06-04-2019,I143,C71
O489,319,10,20-08-2017,I33,C182
O4890,641,4,12-04-2019,I143,C167
O4891,600,5,18-04-2019,I143,C21
O4892,683,2,23-04-2019,I143,C40
O4893,704,1,25-04-2019,I143,C28
O4894,702,6,27-04-2019,I143,C79
O4895,590,7,05-05-2019,I143,C152
O4896,592,5,08-05-2019,I143,C176
O4897,727,4,14-05-2019,I143,C38
O4898,643,9,18-05-2019,I143,C123
O4899,584,4,21-05-2019,I143,C115
O49,13950,1,03-05-2020,I58,C67
O490,337,8,27-08-2017,I181,C170
O4900,632,7,24-05-2019,I143,C20
O4901,692,4,03-06-2019,I143,C197
O4902,688,3,09-06-2019,I143,C89
O4903,643,2,14-06-2019,I143,C24
O4904,720,9,20-06-2019,I143,C191
O4905,611,1,27-06-2019,I143,C43
O4906,709,2,02-07-2019,I143,C182
O4907,731,9,04-07-2019,I143,C163
O4908,684,2,07-07-2019,I143,C100
O4909,492,8,09-07-2019,I143,C117
O491,349,3,01-09-2017,I33,C23
O4910,753,5,13-07-2019,I143,C11
O4911,753,5,16-07-2019,I143,C17
O4912,734,9,18-07-2019,I143,C122
O4913,572,1,16-07-2019,I143,C188
O4914,729,1,23-07-2019,I143,C170
O4915,645,7,27-07-2019,I143,C136
O4916,640,3,06-08-2019,I143,C121
O4917,659,8,09-08-2019,I143,C29
O4918,684,2,10-08-2019,I143,C155
O4919,735,3,15-08-2019,I143,C59
O492,352,9,03-09-2017,I33,C30
O4920,631,7,20-08-2019,I143,C19
O4921,776,3,23-08-2019,I143,C111
O4922,728,1,28-08-2019,I143,C32
O4923,621,10,06-09-2019,I143,C20
O4924,719,6,10-09-2019,I143,C176
O4925,617,10,15-09-2019,I143,C107
O4926,664,8,17-09-2019,I143,C98
O4927,710,4,23-09-2019,I143,C45
O4928,767,1,25-09-2019,I143,C174
O4929,763,8,27-09-2019,I143,C43
O493,350,3,10-09-2017,I33,C89
O4930,729,9,03-10-2019,I143,C24
O4931,573,5,02-10-2019,I143,C4
O4932,727,5,07-10-2019,I143,C113
O4933,742,4,13-10-2019,I143,C12
O4934,670,10,19-10-2019,I143,C194
O4935,706,6,23-10-2019,I143,C29
O4936,695,6,27-10-2019,I143,C42
O4937,639,2,03-11-2019,I143,C84
O4938,721,5,05-11-2019,I143,C85
O4939,697,9,12-11-2019,I143,C197
O494,355,6,14-09-2017,I33,C70
O4940,828,8,16-11-2019,I143,C173
O4941,739,7,20-11-2019,I143,C133
O4942,737,2,22-11-2019,I143,C85
O4943,684,8,25-11-2019,I143,C53
O4944,684,10,23-11-2019,I143,C38
O4945,791,9,02-12-2019,I143,C191
O4946,797,6,05-12-2019,I143,C168
O4947,774,1,12-12-2019,I143,C110
O4948,790,2,15-12-2019,I143,C157
O4949,798,1,19-12-2019,I143,C81
O495,335,3,18-09-2017,I181,C24
O4950,659,1,23-12-2019,I143,C151
O4951,575,7,01-01-2020,I143,C86
O4952,732,4,07-01-2020,I143,C50
O4953,562,7,08-01-2020,I143,C80
O4954,813,6,15-01-2020,I143,C75
O4955,713,8,19-01-2020,I143,C61
O4956,665,8,24-01-2020,I143,C198
O4957,807,8,02-02-2020,I143,C39
O4958,704,10,07-02-2020,I143,C59
O4959,681,1,13-02-2020,I143,C133
O496,377,9,24-09-2017,I33,C124
O4960,725,4,16-02-2020,I143,C200
O4961,856,6,23-02-2020,I143,C74
O4962,868,7,02-03-2020,I143,C132
O4963,649,3,03-03-2020,I143,C83
O4964,741,6,11-03-2020,I143,C74
O4965,755,5,17-03-2020,I143,C114
O4966,856,7,21-03-2020,I143,C172
O4967,723,6,23-03-2020,I143,C184
O4968,227,4,01-01-2017,I192,C175
O4969,230,6,04-01-2017,I87,C139
O497,337,5,28-09-2017,I181,C16
O4970,233,9,07-01-2017,I87,C136
O4971,237,6,11-01-2017,I192,C41
O4972,240,7,15-01-2017,I87,C78
O4973,241,3,18-01-2017,I87,C178
O4974,246,4,21-01-2017,I112,C16
O4975,253,10,27-01-2017,I87,C65
O4976,248,1,27-01-2017,I192,C183
O4977,257,1,06-02-2017,I192,C196
O4978,252,2,09-02-2017,I192,C148
O4979,260,9,14-02-2017,I192,C66
O498,342,3,06-10-2017,I33,C38
O4980,270,4,17-02-2017,I112,C149
O4981,264,7,19-02-2017,I87,C163
O4982,267,1,24-02-2017,I87,C168
O4983,278,4,26-02-2017,I87,C182
O4984,277,4,01-03-2017,I112,C37
O4985,288,1,06-03-2017,I192,C166
O4986,294,5,12-03-2017,I192,C115
O4987,287,9,18-03-2017,I87,C77
O4988,290,10,22-03-2017,I87,C187
O4989,300,5,01-04-2017,I87,C114
O499,368,5,09-10-2017,I33,C86
O4990,310,6,07-04-2017,I192,C51
O4991,314,3,11-04-2017,I192,C32
O4992,291,9,12-04-2017,I192,C33
O4993,317,3,19-04-2017,I192,C130
O4994,320,2,22-04-2017,I112,C192
O4995,332,2,24-04-2017,I192,C146
